"corp_code","induty_code"
"00335924","2642"
"00336297","75993"
"00336570","58221"
"00336817","70111"
"00337296","582"
"00338170","30399"
"00339063","03112"
"00339072","29169"
"00339391","26299"
"00340096","649"
"00340272","222"
"00340917","108"
"00341916","27191"
"00343127","75210"
"00344287","29241"
"00344746","26410"
"00345499","46800"
"00345657","27214"
"00346407","620"
"00346610","27192"
"00346911","582"
"00346966","2049"
"00347062","204"
"00347363","58221"
"00347442","28302"
"00347619","58221"
"00347716","264"
"00347734","22214"
"00347840","62021"
"00347877","901"
"00348007","63991"
"00348034","5821"
"00348052","263"
"00348140","26"
"00348177","2629"
"00348292","5821"
"00348557","2642"
"00348788","2812"
"00349060","213"
"00349097","60229"
"00349468","204"
"00349732","58221"
"00349787","26292"
"00349811","468"
"00350020","26211"
"00350048","222"
"00350057","58221"
"00350118","46510"
"00350224","263"
"00350251","75999"
"00350312","423"
"00350482","2629"
"00350491","58221"
"00350738","46521"
"00351047","29271"
"00351092","303"
"00351153","26429"
"00351269","26429"
"00351375","22211"
"00351418","2311"
"00351427","58221"
"00351454","467"
"00351579","582"
"00351630","273"
"00351807","467"
"00351995","35200"
"00352000","58221"
"00352064","28123"
"00352295","58221"
"00352499","62021"
"00352718","631"
"00353018","292"
"00353230","01299"
"00353610","58221"
"00353683","58221"
"00353735","291"
"00353762","59130"
"00353878","25112"
"00355089","58221"
"00355292","58221"
"00355548","264"
"00355821","263"
"00356158","29176"
"00356361","20111"
"00356370","20422"
"00356389","22211"
"00356644","29221"
"00356802","47812"
"00356839","31114"
"00356927","339"
"00357360","4741"
"00357430","211"
"00357607","25921"
"00357740","661"
"00357935","204"
"00358095","58221"
"00358271","292"
"00358545","58221"
"00358730","26410"
"00359030","58221"
"00359076","58221"
"00359094","2811"
"00359261","262"
"00359395","70113"
"00359474","59130"
"00359580","71600"
"00359614","26410"
"00359623","303"
"00359641","56130"
"00360036","2642"
"00360142","46800"
"00360540","14120"
"00360577","424"
"00360595","5299"
"00360674","26410"
"00361008","29111"
"00361035","26410"
"00361114","2629"
"00361169","58221"
"00361202","46521"
"00361266","582"
"00361381","29192"
"00361488","631"
"00361594","292"
"00361725","631"
"00362089","59114"
"00362122","292"
"00362159","13219"
"00362201","213"
"00362238","20501"
"00362292","212"
"00362380","4659"
"00362441","582"
"00362858","4791"
"00363033","62021"
"00363246","421"
"00363325","2622"
"00363486","292"
"00363510","204"
"00363592","58221"
"00363769","759"
"00363927","5811"
"00364111","70113"
"00364227","62090"
"00364254","58222"
"00364306","2642"
"00364403","2642"
"00364467","603"
"00364670","27199"
"00364740","2642"
"00364795","59112"
"00364847","639"
"00364926","262"
"00365387","76320"
"00365457","29271"
"00365590","213"
"00365624","303"
"00365758","2611"
"00365934","29271"
"00365989","55103"
"00366137","302"
"00366164","62021"
"00366438","28112"
"00366517","23325"
"00366793","467"
"00366845","29272"
"00366942","261"
"00367376","29175"
"00367385","2031"
"00367400","26294"
"00367455","2622"
"00367482","264"
"00367598","2642"
"00367604","182"
"00367695","351"
"00367710","151"
"00367844","681"
"00367871","2032"
"00368791","2642"
"00369107","108"
"00369170","2622"
"00369213","620"
"00369569","713"
"00369657","2629"
"00369675","64992"
"00369833","23222"
"00370006","603"
"00370200","467"
"00370255","2612"
"00370547","2642"
"00370918","2049"
"00371139","85701"
"00371485","204"
"00371519","72129"
"00371740","26211"
"00372013","291"
"00372129","292"
"00372226","27212"
"00372253","22232"
"00372688","58222"
"00372873","63991"
"00372882","63991"
"00372989","46721"
"00373021","25929"
"00373447","467"
"00373571","311"
"00374020","27212"
"00374738","58221"
"00375579","2642"
"00375931","38230"
"00377018","262"
"00377610","241"
"00377814","73901"
"00378220","612"
"00378363","272"
"00378628","2629"
"00379016","26299"
"00379229","27215"
"00380429","212"
"00381756","283"
"00382199","64992"
"00384452","2642"
"00384717","463"
"00384762","221"
"00384887","292"
"00384948","2031"
"00385336","467"
"00385363","27211"
"00385415","29171"
"00385451","2642"
"00386557","263"
"00386876","68119"
"00386937","64121"
"00388272","26"
"00389110","58221"
"00389387","20501"
"00389679","49301"
"00389970","582"
"00389998","721"
"00390028","46800"
"00390055","212"
"00390365","265"
"00390408","468"
"00390514","58221"
"00390860","463"
"00390903","2629"
"00391197","465"
"00392600","58221"
"00392691","474"
"00393469","181"
"00393618","204"
"00394574","292"
"00394778","424"
"00396925","582"
"00397058","5821"
"00397191","59114"
"00397243","292"
"00397252","5821"
"00397289","304"
"00397766","27"
"00398534","68112"
"00398668","27199"
"00398701","28202"
"00398792","303"
"00398808","855"
"00399694","582"
"00399773","20111"
"00400060","620"
"00400121","26211"
"00400857","20423"
"00401731","264"
"00402110","58221"
"00402989","20423"
"00403632","61299"
"00403766","26410"
"00403793","58222"
"00404288","2611"
"00404701","642"
"00404941","29177"
"00405074","75310"
"00405278","582"
"00405320","5821"
"00405506","2629"
"00405719","620"
"00405959","2221"
"00406037","204"
"00406046","29119"
"00406222","291"
"00406329","2612"
"00406392","47919"
"00406727","26211"
"00407036","212"
"00407285","26211"
"00407294","58221"
"00407771","32091"
"00407814","70113"
"00407975","26"
"00408266","26429"
"00408585","2611"
"00408956","701"
"00409140","303"
"00409371","29272"
"00409672","141"
"00409681","31322"
"00409788","29176"
"00409964","211"
"00410678","22232"
"00410739","872"
"00410915","4610"
"00410997","25112"
"00411048","2629"
"00411385","64992"
"00411446","2612"
"00411808","721"
"00411905","465"
"00412348","2612"
"00412597","47919"
"00413046","211"
"00413417","101"
"00413523","72111"
"00413824","2642"
"00414540","2413"
"00414601","4659"
"00414850","759"
"00415327","211"
"00415594","2511"
"00415628","31114"
"00415646","2629"
"00415707","58221"
"00415868","211"
"00416414","292"
"00416654","631"
"00416706","15129"
"00417167","262"
"00417963","59114"
"00418379","233"
"00418476","42"
"00419989","62090"
"00422284","581"
"00422895","47111"
"00423177","2611"
"00423609","21212"
"00423690","5811"
"00425254","20423"
"00425351","85650"
"00425360","68112"
"00426068","479"
"00426086","2049"
"00426828","291"
"00427483","212"
"00428251","47111"
"00428321","108"
"00428729","24222"
"00428792","63991"
"00429694","2629"
"00430089","30"
"00432102","64992"
"00435297","64201"
"00435312","2413"
"00435969","582"
"00436728","68112"
"00438036","264"
"00439053","58221"
"00439965","2049"
"00440712","339"
"00441128","264"
"00441243","14112"
"00441298","26"
"00441304","264"
"00441447","62021"
"00441650","62021"
"00441872","58221"
"00442048","26211"
"00442145","29272"
"00442154","291"
"00442455","204"
"00442561","2642"
"00442570","29271"
"00442631","303"
"00442826","212"
"00442835","141"
"00442905","303"
"00444329","5821"
"00445054","2611"
"00445160","289"
"00445799","2642"
"00445841","58221"
"00445869","620"
"00446460","262"
"00446479","29271"
"00446831","21100"
"00446901","2629"
"00447007","213"
"00447478","29133"
"00447487","2611"
"00447502","70113"
"00447575","262"
"00447609","2622"
"00447760","29271"
"00447928","303"
"00447982","68112"
"00449254","3131"
"00449379","451"
"00450010","303"
"00450214","25912"
"00450339","2229"
"00450728","2642"
"00450931","2512"
"00450995","29242"
"00451116","2599"
"00451268","29271"
"00453284","46313"
"00453442","259"
"00453488","292"
"00453752","58221"
"00453929","211"
"00454265","2413"
"00454399","4610"
"00454937","25112"
"00454946","20421"
"00455112","284"
"00455875","22222"
"00455981","292"
"00456218","75210"
"00458234","62021"
"00458562","739"
"00458915","68112"
"00459589","68112"
"00459871","64992"
"00462121","2642"
"00463050","26429"
"00463342","212"
"00465410","68112"
"00466428","211"
"00468374","2312"
"00469799","29193"
"00470829","62010"
"00471068","261"
"00471989","25933"
"00472890","239"
"00473400","582"
"00474588","281"
"00475286","71531"
"00475532","29272"
"00475718","201"
"00475976","468"
"00475985","271"
"00476036","29272"
"00476498","5821"
"00477257","27301"
"00477372","58221"
"00478900","263"
"00479705","26422"
"00479787","292"
"00480048","474"
"00480367","2413"
"00480455","29111"
"00480756","467"
"00480783","28202"
"00480844","26211"
"00480905","29271"
"00480950","467"
"00481223","2629"
"00481454","221"
"00481676","2612"
"00482426","31114"
"00483735","273"
"00484682","29271"
"00485177","423"
"00486097","71310"
"00486370","303"
"00486705","2419"
"00486875","103"
"00487546","411"
"00488244","291"
"00488402","2612"
"00488989","2611"
"00489243","292"
"00490090","58222"
"00490151","2629"
"00490179","620"
"00491053","462"
"00491336","263"
"00491415","61299"
"00491938","13992"
"00492353","26410"
"00492706","14199"
"00492894","29271"
"00493185","29271"
"00493325","2612"
"00493431","20411"
"00493501","631"
"00493510","2622"
"00494218","262"
"00494476","319"
"00494546","620"
"00495086","2629"
"00495554","26224"
"00495633","24131"
"00496003","26211"
"00496225","20202"
"00497631","242"
"00498001","2642"
"00500254","64992"
"00501970","464"
"00502474","71531"
"00502793","76190"
"00503668","25200"
"00503899","108"
"00504357","71531"
"00505170","71531"
"00505189","71531"
"00505198","71531"
"00505541","76190"
"00505550","76190"
"00505569","76190"
"00506294","58221"
"00507257","29271"
"00508274","204"
"00508344","68122"
"00508566","41224"
"00510215","71531"
"00510534","76190"
"00510914","76190"
"00512532","76190"
"00512541","76190"
"00512550","76190"
"00513948","213"
"00516246","2612"
"00518873","71531"
"00519252","639"
"00520610","20131"
"00520887","5811"
"00521390","29271"
"00521433","30399"
"00521956","64201"
"00522007","1419"
"00523176","108"
"00523307","2811"
"00523936","29272"
"00524421","29271"
"00524786","29133"
"00525527","2611"
"00525642","2110"
"00525679","211"
"00525864","28123"
"00525882","855"
"00525934","2612"
"00526447","761"
"00526465","761"
"00526474","761"
"00526599","27191"
"00526678","31114"
"00526696","272"
"00526836","2229"
"00526872","213"
"00526951","259"
"00527002","262"
"00527011","2611"
"00527464","72911"
"00527491","2511"
"00527880","24311"
"00528515","31114"
"00528791","292"
"00529310","761"
"00529523","761"
"00529815","2612"
"00530121","29272"
"00530185","2049"
"00530413","29271"
"00530556","29271"
"00530796","2629"
"00531014","29271"
"00531078","582"
"00531829","27192"
"00531865","30331"
"00531917","292"
"00532059","211"
"00532129","58221"
"00532855","212"
"00533003","29133"
"00533191","212"
"00533508","2629"
"00533580","76190"
"00533678","76190"
"00533696","76190"
"00533757","76190"
"00533793","76190"
"00533809","212"
"00533836","76190"
"00533924","2622"
"00534598","27199"
"00534701","259"
"00535375","58222"
"00535481","25112"
"00535588","2612"
"00535676","29271"
"00535719","26422"
"00535746","582"
"00535773","58221"
"00536286","2612"
"00536329","273"
"00536523","29280"
"00536541","64992"
"00536888","2611"
"00537221","70113"
"00537337","2611"
"00537443","26"
"00537832","263"
"00538497","71531"
"00539274","64992"
"00540021","58221"
"00540304","2611"
"00540340","58221"
"00540429","29280"
"00540447","29271"
"00540571","2611"
"00540605","331"
"00540641","49220"
"00540784","64209"
"00540863","29271"
"00541163","262"
"00541349","212"
"00541437","27192"
"00541862","58221"
"00542074","2229"
"00542898","2629"
"00543073","64201"
"00543107","262"
"00543204","591"
"00543231","263"
"00543523","68112"
"00544452","68112"
"00544577","29271"
"00545114","70113"
"00545716","76110"
"00545734","108"
"00545929","70113"
"00547510","701"
"00547583","64992"
"00548519","70113"
"00548865","71531"
"00549891","211"
"00549925","27199"
"00550082","59114"
"00550994","27112"
"00551920","20423"
"00552859","467"
"00552992","70113"
"00553025","58221"
"00554024","467"
"00554352","212"
"00554468","64201"
"00555740","25933"
"00555874","511"
"00556615","582"
"00556712","29272"
"00556907","2642"
"00557030","71531"
"00557049","71531"
"00557058","71531"
"00557067","71531"
"00557508","91249"
"00557933","467"
"00560025","68112"
"00560122","26410"
"00560849","108"
"00560982","211"
"00560991","2224"
"00561723","26129"
"00561732","29133"
"00561866","22299"
"00562245","5299"
"00562360","303"
"00563518","282"
"00563545","739"
"00563837","46414"
"00564562","26519"
"00565154","71310"
"00565215","62021"
"00567222","29142"
"00567897","291"
"00568188","2629"
"00568461","239"
"00569646","29272"
"00569691","2049"
"00569992","29271"
"00571298","2629"
"00571483","26410"
"00572905","465"
"00573269","26422"
"00573579","303"
"00574611","4659"
"00575106","26224"
"00576789","303"
"00576798","29272"
"00577016","582"
"00577335","29223"
"00577380","259"
"00578130","701"
"00578325","2611"
"00578538","303"
"00579139","108"
"00579379","24312"
"00579971","261"
"00579980","2629"
"00579999","29271"
"00580056","29221"
"00580065","262"
"00580199","211"
"00580603","76190"
"00580612","76190"
"00580621","76190"
"00580630","76190"
"00580667","2629"
"00581000","4791"
"00582054","2642"
"00583026","620"
"00583424","20423"
"00583442","20411"
"00584362","58221"
"00585219","251"
"00585538","2811"
"00585608","58221"
"00586652","64999"
"00587101","76190"
"00587457","58221"
"00587466","201"
"00587925","701"
"00589127","2612"
"00591441","2612"
"00592583","76190"
"00592592","76190"
"00592653","58221"
"00593032","14111"
"00593519","71531"
"00595182","58221"
"00595191","20129"
"00595243","2611"
"00596066","64201"
"00596260","58221"
"00596677","4659"
"00597764","64999"
"00598198","649"
"00598587","4791"
"00599106","58221"
"00599151","649"
"00599230","64992"
"00599285","46539"
"00599489","412"
"00599595","20202"
"00599887","25130"
"00599957","264"
"00600013","642"
"00601191","29299"
"00601641","29272"
"00601988","58221"
"00602136","29163"
"00602172","201"
"00602279","24222"
"00603348","63112"
"00604028","339"
"00604268","289"
"00604426","271"
"00604815","2629"
"00605124","2611"
"00605328","29271"
"00605522","28422"
"00606293","75993"
"00606664","303"
"00606770","752"
"00606886","211"
"00607496","29221"
"00607797","424"
"00608316","4659"
"00608440","213"
"00608699","631"
"00608802","212"
"00608839","26329"
"00609254","42"
"00609315","2629"
"00609324","27199"
"00609485","261"
"00609634","262"
"00609661","5821"
"00610083","29272"
"00610490","291"
"00610861","29271"
"00611286","2622"
"00611736","29271"
"00611912","2629"
"00612115","58222"
"00612188","1419"
"00612294","292"
"00612489","2629"
"00613318","59201"
"00614089","76310"
"00614478","212"
"00614593","27216"
"00615723","262"
"00616290","71310"
"00616962","64209"
"00617299","64201"
"00617314","2622"
"00617998","303"
"00618401","262"
"00618410","292"
"00619020","242"
"00619507","20491"
"00619640","204"
"00620558","29223"
"00620868","62021"
"00622787","213"
"00623184","2642"
"00623661","20121"
"00624378","26129"
"00624509","29271"
"00624518","2629"
"00624749","29280"
"00624998","20423"
"00625942","2927"
"00626011","739"
"00626464","28111"
"00626710","64201"
"00627029","26519"
"00628189","85120"
"00628860","5821"
"00629212","26323"
"00630111","64992"
"00631518","192"
"00631837","467"
"00632304","64992"
"00632331","141"
"00632793","2049"
"00632845","75210"
"00633835","41221"
"00634728","63991"
"00634959","64201"
"00635134","108"
"00636045","2612"
"00636656","211"
"00637114","76190"
"00638487","58221"
"00638539","29174"
"00641171","58222"
"00641393","2611"
"00642541","70111"
"00642648","64992"
"00642897","58221"
"00643656","5821"
"00645089","582"
"00646732","222"
"00647883","64201"
"00647917","68129"
"00647935","64201"
"00648688","76190"
"00648697","76190"
"00648721","29176"
"00650629","602"
"00650771","28111"
"00651017","64919"
"00651901","511"
"00652007","261"
"00652159","2050"
"00652423","46510"
"00653024","511"
"00653103","262"
"00653112","1090"
"00653194","467"
"00653990","292"
"00654175","27212"
"00654272","20119"
"00656021","62021"
"00656289","108"
"00656951","58222"
"00657002","2611"
"00657224","582"
"00657756","28301"
"00657783","292"
"00657987","60221"
"00659161","29271"
"00659684","26422"
"00659815","22223"
"00659976","3033"
"00660033","262"
"00660121","29271"
"00660291","26410"
"00660459","2629"
"00660750","2612"
"00661157","27199"
"00661847","24121"
"00663289","26429"
"00663669","20501"
"00664048","2641"
"00664181","26429"
"00664288","582"
"00664853","2049"
"00665630","292"
"00665676","63120"
"00666064","5822"
"00666204","29271"
"00666329","259"
"00667373","31114"
"00667425","261"
"00668600","4610"
"00668965","262"
"00669450","271"
"00670085","29221"
"00670340","2511"
"00670766","27216"
"00671376","511"
"00671437","2612"
"00671978","14120"
"00672603","272"
"00673301","303"
"00673976","468"
"00674498","461"
"00675594","729"
"00676122","26211"
"00676380","2629"
"00677334","262"
"00678096","292"
"00678281","26292"
"00679314","20202"
"00679730","30"
"00680161","64992"
"00681142","14120"
"00681249","27112"
"00681373","58221"
"00682992","649"
"00683007","58222"
"00683469","2830"
"00684547","11"
"00684714","242"
"00684732","46"
"00684802","66202"
"00686147","292"
"00686970","6811"
"00687599","63991"
"00687711","2411"
"00688358","313"
"00688996","64992"
"00689418","639"
"00692254","204"
"00693554","20501"
"00693651","26421"
"00693800","68"
"00694003","64992"
"00694942","2611"
"00695464","64992"
"00695969","2611"
"00697329","76190"
"00706715","649"
"00721981","27"
"00722500","64992"
"00728638","14199"
"00753643","264"
"00755739","284"
"00756163","333"
"00757816","26429"
"00759294","2629"
"00759513","2222"
"00760971","5821"
"00760999","2629"
"00761059","22232"
"00761183","30399"
"00761952","2611"
"00762377","204"
"00763358","29272"
"00763473","20423"
"00763701","63999"
"00764807","27211"
"00765462","29141"
"00765569","292"
"00765851","212"
"00765897","303"
"00766106","2629"
"00767460","2221"
"00767628","213"
"00769158","261"
"00770312","10121"
"00776820","46800"
"00778040","76190"
"00778059","76190"
"00778235","64209"
"00781202","452"
"00783246","64992"
"00786331","64992"
"00787057","26519"
"00787376","35200"
"00788737","58111"
"00788773","2130"
"00788807","681"
"00790121","64992"
"00790501","501"
"00791209","4659"
"00793155","58222"
"00795135","205"
"00796994","2599"
"00797364","291"
"00797674","64999"
"00798284","6619"
"00798530","64999"
"00799070","64992"
"00799177","303"
"00799539","27111"
"00800084","64992"
"00800145","303"
"00802028","66199"
"00803425","303"
"00803504","6619"
"00804114","64999"
"00804983","649"
"00806972","262"
"00807379","28202"
"00807397","222"
"00807555","85503"
"00808022","70113"
"00808068","292"
"00808086","211"
"00808226","66"
"00808262","64"
"00809429","292"
"00809517","2629"
"00810531","27199"
"00811372","108"
"00812229","64999"
"00812362","479"
"00813389","29272"
"00814582","262"
"00814786","591"
"00815095","2612"
"00815369","303"
"00815767","5821"
"00816544","20423"
"00816696","2927"
"00816933","2221"
"00818472","2927"
"00819073","71310"
"00819374","262"
"00820352","292"
"00820389","465"
"00821607","31991"
"00823429","46443"
"00823687","64992"
"00824659","6619"
"00825223","303"
"00825959","273"
"00828309","66199"
"00828497","212"
"00828761","27111"
"00828789","477"
"00829380","2429"
"00830377","6499"
"00830447","46204"
"00831428","212"
"00832700","28422"
"00833064","292"
"00835734","855"
"00837680","76190"
"00838005","289"
"00838421","602"
"00838500","451"
"00838962","58222"
"00842327","64992"
"00842479","27215"
"00842585","58222"
"00842619","70113"
"00843900","262"
"00844884","6499"
"00846396","681"
"00852087","32029"
"00854997","27112"
"00855093","109"
"00855145","76190"
"00855163","20421"
"00857480","63120"
"00857727","1012"
"00858124","262"
"00858364","64992"
"00860332","64992"
"00860730","68121"
"00861076","68112"
"00861100","2611"
"00861720","27212"
"00861997","26429"
"00862312","291"
"00862853","71310"
"00862880","2049"
"00863038","2811"
"00863533","20499"
"00864338","20203"
"00865382","68112"
"00866062","20119"
"00866451","29271"
"00866594","464"
"00867034","212"
"00867098","29271"
"00867478","011"
"00867849","62021"
"00867973","289"
"00868705","62021"
"00869272","28123"
"00870065","2611"
"00870481","303"
"00870861","262"
"00871833","212"
"00872452","26224"
"00872656","423"
"00872850","24199"
"00872984","471"
"00874195","10897"
"00874797","721"
"00874803","264"
"00874937","289"
"00875237","205"
"00875307","29272"
"00876166","20202"
"00876209","857"
"00876643","26224"
"00876865","303"
"00876908","303"
"00877059","211"
"00877174","71400"
"00877819","465"
"00878517","22291"
"00878696","7011"
"00878915","64992"
"00879020","46522"
"00883980","26429"
"00885906","25924"
"00886792","289"
"00888347","211"
"00890333","68121"
"00890388","421"
"00892526","22214"
"00893923","46203"
"00896285","108"
"00896753","204"
"00897752","201"
"00899459","27111"
"00899556","251"
"00904672","5821"
"00905316","761"
"00907013","642"
"00907660","64919"
"00909835","71310"
"00910202","108"
"00910840","2511"
"00910947","76190"
"00911229","29280"
"00911955","20423"
"00913689","2629"
"00914040","85501"
"00915508","262"
"00916516","11209"
"00916826","70113"
"00917861","339"
"00918222","27194"
"00919966","70113"
"00920379","2622"
"00921916","20129"
"00922304","22212"
"00923516","28201"
"00923792","70111"
"00923826","468"
"00923899","29280"
"00925189","2812"
"00925295","901"
"00925374","292"
"00925587","27213"
"00925967","28202"
"00926522","211"
"00927558","212"
"00929228","412"
"00929778","24213"
"00930321","761"
"00936787","201"
"00937324","221"
"00938688","58222"
"00938721","2927"
"00939331","20423"
"00939687","2219"
"00939942","58222"
"00942131","222"
"00945208","26519"
"00945457","70113"
"00945776","58221"
"00946030","29299"
"00954242","761"
"00956028","213"
"00956930","212"
"00957373","292"
"00957568","71531"
"00957735","20423"
"00958327","29271"
"00958451","259"
"00958664","241"
"00959210","26310"
"00959229","27199"
"00959265","28303"
"00960641","64209"
"00961136","26410"
"00961507","251"
"00961570","29272"
"00961774","2629"
"00962223","58221"
"00962393","263"
"00962922","212"
"00963000","28111"
"00963976","23991"
"00964595","339"
"00965062","26410"
"00965318","58221"
"00965512","262"
"00965813","5821"
"00966168","27111"
"00967778","179"
"00968607","468"
"00970277","24212"
"00970453","213"
"00971090","31322"
"00971726","213"
"00972293","212"
"00972503","319"
"00974459","263"
"00974927","591"
"00975290","591"
"00976615","58222"
"00977377","70113"
"00977641","27199"
"00977650","211"
"00977696","5821"
"00978075","649"
"00980043","58222"
"00980122","64992"
"00982023","46800"
"00983040","64992"
"00983271","5821"
"00983916","211"
"00983934","58190"
"00985686","59201"
"00986898","108"
"00988364","582"
"00989327","29280"
"00989619","70113"
"00989664","212"
"00990165","23311"
"00990262","58222"
"00990396","59114"
"00990563","620"
"00990819","591"
"00991191","213"
"00991225","59130"
"00991298","582"
"00992312","22232"
"00992543","273"
"00992871","212"
"00993931","23325"
"00994994","20129"
"00995993","729"
"00997812","29271"
"01003040","58221"
"01008762","58212"
"01009789","20423"
"01010110","5821"
"01010642","73909"
"01011368","24219"
"01011395","20501"
"01011438","108"
"01011526","20119"
"01011562","339"
"01011872","202"
"01012066","212"
"01012640","582"
"01012987","262"
"01013311","63991"
"01013694","66202"
"01014055","6202"
"01014657","58222"
"01014718","26429"
"01015160","26299"
"01015726","58221"
"01016309","20119"
"01016479","292"
"01016886","28422"
"01018167","29176"
"01018617","27199"
"01018802","70113"
"01018954","28909"
"01020269","28202"
"01020524","28511"
"01020843","292"
"01021639","46331"
"01021666","2049"
"01021949","59120"
"01022054","58222"
"01022142","262"
"01022902","21230"
"01023211","29299"
"01023318","272"
"01023822","70113"
"01025644","211"
"01026157","76110"
"01026616","72911"
"01027794","29272"
"01027828","20119"
"01028164","64121"
"01029394","71310"
"01030132","64121"
"01030503","7390"
"01031229","271"
"01031502","273"
"01032404","211"
"01032413","262"
"01032486","29241"
"01032583","233"
"01033591","73909"
"01034730","70113"
"01035289","681"
"01035368","262"
"01035678","2629"
"01035942","213"
"01036367","171"
"01036446","303"
"01037214","29272"
"01037542","292"
"01038161","66199"
"01038693","582"
"01041217","661"
"01041828","471"
"01042085","58221"
"01042359","464"
"01042429","582"
"01042650","70113"
"01042711","661"
"01042775","303"
"01042979","213"
"01043853","424"
"01043871","661"
"01046179","661"
"01046203","901"
"01046391","70113"
"01046708","213"
"01047169","582"
"01047415","101"
"01047451","271"
"01047567","66199"
"01047707","262"
"01047716","66199"
"01047840","63991"
"01047929","661"
"01049167","27199"
"01049422","582"
"01050738","582"
"01051065","71310"
"01051092","213"
"01051472","213"
"01053540","212"
"01055317","20421"
"01058101","20423"
"01059605","29241"
"01060735","529"
"01060744","171"
"01060814","22232"
"01061327","271"
"01061497","582"
"01061558","262"
"01062177","211"
"01062867","271"
"01063237","701"
"01063556","20423"
"01063884","272"
"01063954","213"
"01063963","20423"
"01063990","289"
"01064069","474"
"01064315","66199"
"01065013","701"
"01065536","66199"
"01065679","264"
"01065785","70113"
"01066030","73901"
"01066058","212"
"01067242","701"
"01067516","58219"
"01067808","582"
"01068348","292"
"01068658","561"
"01068737","108"
"01069736","29175"
"01070149","211"
"01070857","701"
"01071041","701"
"01071944","109"
"01072518","302"
"01072660","661"
"01073261","271"
"01073678","273"
"01074862","85503"
"01075047","661"
"01075126","468"
"01076550","15121"
"01077577","303"
"01078178","264"
"01080252","29271"
"01080410","66199"
"01080687","20423"
"01082348","27199"
"01082418","59112"
"01084294","4521"
"01084364","58222"
"01085026","259"
"01085187","105"
"01085442","27192"
"01086812","701"
"01087079","661"
"01088458","423"
"01089350","204"
"01089378","464"
"01089387","661"
"01089828","661"
"01089855","463"
"01089961","661"
"01090301","661"
"01090471","292"
"01091054","23993"
"01091382","241"
"01091391","661"
"01093007","64992"
"01094565","64999"
"01095397","63120"
"01095704","204"
"01095722","2622"
"01095892","292"
"01096341","582"
"01097906","412"
"01098792","204"
"01099667","20423"
"01099861","26429"
"01101041","141"
"01101722","292"
"01102095","28511"
"01102800","66199"
"01105153","2928"
"01105621","292"
"01107665","64992"
"01108099","463"
"01108248","701"
"01108442","264"
"01109070","108"
"01109122","70113"
"01109186","661"
"01109539","292"
"01109690","132"
"01109715","64209"
"01109937","211"
"01109955","58222"
"01110058","70113"
"01110076","582"
"01110182","213"
"01110474","212"
"01110678","211"
"01111020","661"
"01111057","582"
"01111570","661"
"01111765","33402"
"01112700","739"
"01112889","20119"
"01113277","58222"
"01113499","58221"
"01113718","70113"
"01113754","292"
"01113781","461"
"01113949","58221"
"01114559","20423"
"01114586","211"
"01115044","70113"
"01115257","63120"
"01116265","620"
"01116274","20423"
"01116344","28909"
"01116380","264"
"01116502","582"
"01117103","66199"
"01117246","281"
"01117413","2719"
"01117422","27199"
"01117495","141"
"01117592","20423"
"01117918","582"
"01118139","27199"
"01118281","213"
"01118643","739"
"01119387","29193"
"01119651","26519"
"01124653","26410"
"01124680","4632"
"01128613","15219"
"01128622","631"
"01130849","58221"
"01130885","70113"
"01130937","661"
"01133217","64121"
"01134216","265"
"01135057","212"
"01135084","2511"
"01135640","62021"
"01135941","292"
"01136001","20129"
"01136348","582"
"01136977","204"
"01137295","27199"
"01137383","5821"
"01137860","289"
"01137897","582"
"01137903","26224"
"01138595","58222"
"01138993","21309"
"01139035","292"
"01139266","64992"
"01139497","201"
"01139965","59112"
"01140837","2811"
"01141599","70113"
"01141942","262"
"01142075","582"
"01142260","231"
"01142400","27199"
"01144028","20423"
"01144569","292"
"01146220","29271"
"01146822","58222"
"01147487","20423"
"01150515","4112"
"01152470","58211"
"01152586","292"
"01153105","204"
"01153293","582"
"01156795","70113"
"01157235","213"
"01157846","108"
"01158553","31322"
"01158632","20423"
"01159233","2629"
"01159853","212"
"01160363","28202"
"01160512","64992"
"01160974","2110"
"01161432","27112"
"01163050","701"
"01165155","620"
"01165739","204"
"01166109","22291"
"01167056","108"
"01168143","64992"
"01168383","212"
"01168684","59114"
"01169267","204"
"01169434","64992"
"01169498","28410"
"01170865","292"
"01170962","64992"
"01174038","292"
"01175499","953"
"01179608","25923"
"01179617","211"
"01179839","661"
"01179866","27111"
"01180118","68112"
"01181515","212"
"01181807","4741"
"01181940","28422"
"01182240","1419"
"01182259","212"
"01182408","582"
"01182444","70113"
"01182550","70113"
"01182578","30399"
"01183407","239"
"01185566","33999"
"01185867","70113"
"01186404","581"
"01186671","70113"
"01186811","20423"
"01187148","713"
"01187175","58221"
"01187458","20423"
"01187494","271"
"01187865","95120"
"01188378","272"
"01188730","2811"
"01188749","13999"
"01189438","70113"
"01190124","58222"
"01190513","102"
"01190568","20423"
"01190780","204"
"01194689","7212"
"01194759","66199"
"01195828","13212"
"01196313","241"
"01197428","661"
"01199189","262"
"01199550","2612"
"01199727","2629"
"01199985","661"
"01201581","66199"
"01201590","28519"
"01201970","213"
"01203376","26410"
"01203507","14112"
"01203659","70113"
"01203808","29272"
"01204056","592"
"01205329","106"
"01205514","213"
"01205709","64992"
"01205842","291"
"01205851","281"
"01206717","27191"
"01207716","26329"
"01207761","682"
"01207901","58222"
